GameId,GameDate,NeutralSite,AwayTeam,HomeTeam,Team,Home,Score,AST,TOV,STL,BLK,Rebounds,ORB,DRB,FGA,FGM,3FGM,3FGA,FTA,FTM,Fouls
61,2/2/2019 12:00,0,Georgia Tech Yellow Jackets,Florida State Seminoles,Florida State Seminoles,1,59,10,14,5,5,35,6,29,46,16,4,16,30,23,19
61,2/2/2019 12:00,0,Georgia Tech Yellow Jackets,Florida State Seminoles,Georgia Tech Yellow Jackets,0,49,5,14,3,2,30,9,21,60,17,3,21,14,12,23
62,2/2/2019 14:00,0,Notre Dame Fighting Irish,Boston College Eagles,Boston College Eagles,1,73,17,9,4,2,34,14,20,67,31,7,23,8,4,13
62,2/2/2019 14:00,0,Notre Dame Fighting Irish,Boston College Eagles,Notre Dame Fighting Irish,0,79,10,9,3,3,25,4,21,51,27,10,20,18,15,13
63,2/2/2019 14:00,0,Miami (FL) Hurricanes,Virginia Cavaliers,Miami (FL) Hurricanes,0,46,6,7,6,2,23,5,18,50,17,4,21,15,8,14
63,2/2/2019 14:00,0,Miami (FL) Hurricanes,Virginia Cavaliers,Virginia Cavaliers,1,56,16,14,5,6,40,10,30,52,22,6,17,10,6,10
64,2/2/2019 18:00,0,Syracuse Orange,Pittsburgh Panthers,Pittsburgh Panthers,1,56,14,11,6,1,37,16,21,57,18,5,22,22,15,17
64,2/2/2019 18:00,0,Syracuse Orange,Pittsburgh Panthers,Syracuse Orange,0,65,11,9,7,6,34,10,24,53,22,7,22,17,14,17
65,2/3/2019 12:00,0,Wake Forest Demon Deacons,Clemson Tigers,Clemson Tigers,1,64,13,11,8,10,30,7,23,53,25,6,18,11,8,12
65,2/3/2019 12:00,0,Wake Forest Demon Deacons,Clemson Tigers,Wake Forest Demon Deacons,0,37,8,15,4,3,35,15,20,59,14,3,22,8,6,14
66,2/4/2019 19:00,0,Louisville Cardinals,Virginia Tech Hokies,Louisville Cardinals,0,72,14,15,3,0,30,10,20,53,24,13,27,12,11,16
66,2/4/2019 19:00,0,Louisville Cardinals,Virginia Tech Hokies,Virginia Tech Hokies,1,64,13,12,4,5,24,4,20,45,20,9,24,21,15,14
67,2/5/2019 19:00,0,Boston College Eagles,Duke Blue Devils,Boston College Eagles,0,55,9,14,1,0,30,5,25,56,20,6,17,11,9,15
67,2/5/2019 19:00,0,Boston College Eagles,Duke Blue Devils,Duke Blue Devils,1,80,14,7,9,9,41,14,27,65,29,7,24,22,15,13
68,2/5/2019 19:00,0,Pittsburgh Panthers,Wake Forest Demon Deacons,Pittsburgh Panthers,0,76,15,9,9,4,32,14,18,69,29,8,21,18,10,15
68,2/5/2019 19:00,0,Pittsburgh Panthers,Wake Forest Demon Deacons,Wake Forest Demon Deacons,1,78,16,18,4,6,41,14,27,64,27,9,24,20,15,17
69,2/5/2019 20:00,0,North Carolina State Wolfpack,North Carolina Tar Heels,North Carolina State Wolfpack,0,96,17,11,9,6,22,10,12,74,37,7,17,24,15,28
69,2/5/2019 20:00,0,North Carolina State Wolfpack,North Carolina Tar Heels,North Carolina Tar Heels,1,113,26,17,7,7,38,11,27,66,37,8,21,37,31,23
70,2/5/2019 20:00,0,Florida State Seminoles,Syracuse Orange,Florida State Seminoles,0,80,25,21,11,3,31,8,23,55,30,11,22,12,9,21
70,2/5/2019 20:00,0,Florida State Seminoles,Syracuse Orange,Syracuse Orange,1,62,7,19,9,7,27,9,18,51,21,5,20,24,15,14
71,2/6/2019 14:00,0,Clemson Tigers,Georgia Tech Yellow Jackets,Clemson Tigers,0,65,17,10,7,7,34,7,27,55,27,6,17,10,5,15
71,2/6/2019 14:00,0,Clemson Tigers,Georgia Tech Yellow Jackets,Georgia Tech Yellow Jackets,1,42,8,16,6,8,24,6,18,43,13,4,12,16,12,11
72,2/6/2019 19:00,0,Notre Dame Fighting Irish,Miami (FL) Hurricanes,Miami (FL) Hurricanes,1,62,8,10,10,1,38,11,27,62,27,4,22,5,4,13
72,2/6/2019 19:00,0,Notre Dame Fighting Irish,Miami (FL) Hurricanes,Notre Dame Fighting Irish,0,47,7,14,6,1,31,7,24,56,18,4,28,7,7,10
73,2/9/2019 12:00,0,Miami (FL) Hurricanes,North Carolina Tar Heels,Miami (FL) Hurricanes,0,85,14,15,6,3,35,9,26,68,32,14,31,7,7,16
73,2/9/2019 12:00,0,Miami (FL) Hurricanes,North Carolina Tar Heels,North Carolina Tar Heels,1,88,15,10,9,4,29,3,26,66,31,13,26,17,13,13
74,2/9/2019 12:00,0,Virginia Tech Hokies,Clemson Tigers,Clemson Tigers,1,59,13,12,6,12,28,5,23,46,19,11,28,13,10,18
74,2/9/2019 12:00,0,Virginia Tech Hokies,Clemson Tigers,Virginia Tech Hokies,0,51,7,11,7,0,26,8,18,45,10,4,18,11,10,12
75,2/9/2019 14:00,0,North Carolina State Wolfpack,Pittsburgh Panthers,North Carolina State Wolfpack,0,79,17,10,7,4,34,18,16,64,26,14,27,21,13,16
75,2/9/2019 14:00,0,North Carolina State Wolfpack,Pittsburgh Panthers,Pittsburgh Panthers,1,76,11,15,6,8,34,11,23,55,26,8,19,19,16,20
76,2/9/2019 14:00,0,Boston College Eagles,Syracuse Orange,Boston College Eagles,0,56,12,16,4,1,30,10,20,54,18,7,23,19,13,20
76,2/9/2019 14:00,0,Boston College Eagles,Syracuse Orange,Syracuse Orange,1,67,10,11,12,6,32,9,23,53,22,7,19,20,16,16
77,2/9/2019 16:00,0,Louisville Cardinals,Florida State Seminoles,Florida State Seminoles,1,80,6,8,11,2,31,12,19,61,23,7,23,36,27,21
77,2/9/2019 16:00,0,Louisville Cardinals,Florida State Seminoles,Louisville Cardinals,0,75,12,23,1,1,33,7,26,52,25,12,28,16,13,28
78,2/9/2019 18:00,0,Duke Blue Devils,Virginia Cavaliers,Duke Blue Devils,0,81,18,15,12,5,24,7,17,45,26,13,21,23,16,9
78,2/9/2019 18:00,0,Duke Blue Devils,Virginia Cavaliers,Virginia Cavaliers,1,71,15,13,8,5,25,11,14,60,28,10,24,7,5,17
79,2/10/2019 18:00,0,Georgia Tech Yellow Jackets,Notre Dame Fighting Irish,Georgia Tech Yellow Jackets,0,59,13,12,7,7,33,10,23,54,22,7,23,13,8,17
79,2/10/2019 18:00,0,Georgia Tech Yellow Jackets,Notre Dame Fighting Irish,Notre Dame Fighting Irish,1,69,12,8,8,2,43,18,25,64,21,6,27,25,21,14
80,2/11/2019 19:00,0,Virginia Cavaliers,North Carolina Tar Heels,North Carolina Tar Heels,1,61,17,7,2,3,37,15,22,65,23,9,30,7,6,14
80,2/11/2019 19:00,0,Virginia Cavaliers,North Carolina Tar Heels,Virginia Cavaliers,0,69,16,8,5,6,26,3,23,45,24,11,20,18,10,11
81,2/12/2019 19:00,0,Pittsburgh Panthers,Boston College Eagles,Boston College Eagles,1,66,14,16,5,7,42,12,30,52,24,8,18,19,10,16
81,2/12/2019 19:00,0,Pittsburgh Panthers,Boston College Eagles,Pittsburgh Panthers,0,57,13,10,10,2,37,14,23,69,20,10,37,12,7,18
82,2/12/2019 21:00,0,Duke Blue Devils,Louisville Cardinals,Duke Blue Devils,0,71,10,11,12,2,39,11,28,63,23,7,28,24,18,17
82,2/12/2019 21:00,0,Duke Blue Devils,Louisville Cardinals,Louisville Cardinals,1,69,17,17,6,3,38,9,29,60,25,9,27,13,10,17
83,2/13/2019 19:00,0,Clemson Tigers,Miami (FL) Hurricanes,Clemson Tigers,0,64,8,11,5,2,34,6,28,55,23,3,19,15,15,17
83,2/13/2019 19:00,0,Clemson Tigers,Miami (FL) Hurricanes,Miami (FL) Hurricanes,1,65,9,7,3,4,26,5,21,54,21,10,25,17,13,16
84,2/13/2019 19:00,0,Wake Forest Demon Deacons,Florida State Seminoles,Florida State Seminoles,1,88,21,9,7,6,41,12,29,62,35,10,26,16,8,16
84,2/13/2019 19:00,0,Wake Forest Demon Deacons,Florida State Seminoles,Wake Forest Demon Deacons,0,66,13,9,3,3,25,5,20,57,22,11,25,17,11,16
85,2/13/2019 20:00,0,Syracuse Orange,North Carolina State Wolfpack,North Carolina State Wolfpack,1,73,19,20,10,4,37,5,32,49,24,5,18,24,20,17
85,2/13/2019 20:00,0,Syracuse Orange,North Carolina State Wolfpack,Syracuse Orange,0,58,8,12,10,3,28,10,18,60,21,5,25,22,11,19
86,2/13/2019 20:00,0,Georgia Tech Yellow Jackets,Virginia Tech Hokies,Georgia Tech Yellow Jackets,0,68,15,10,2,4,26,7,19,53,23,11,27,13,11,14
86,2/13/2019 20:00,0,Georgia Tech Yellow Jackets,Virginia Tech Hokies,Virginia Tech Hokies,1,76,20,9,7,3,23,7,16,53,25,13,30,18,13,16
87,2/16/2019 3:27,0,North Carolina State Wolfpack,Duke Blue Devils,Duke Blue Devils,1,94,21,12,9,7,43,14,29,66,35,3,16,28,21,16
87,2/16/2019 3:27,0,North Carolina State Wolfpack,Duke Blue Devils,North Carolina State Wolfpack,0,78,16,12,8,3,23,4,19,66,33,6,19,11,6,19
88,2/16/2019 12:00,0,North Carolina Tar Heels,Wake Forest Demon Deacons,North Carolina Tar Heels,0,95,21,15,13,6,34,7,27,61,38,16,25,11,3,19
88,2/16/2019 12:00,0,North Carolina Tar Heels,Wake Forest Demon Deacons,Wake Forest Demon Deacons,1,57,8,20,2,4,32,14,18,67,22,4,23,13,9,9
89,2/16/2019 12:00,0,Clemson Tigers,Louisville Cardinals,Clemson Tigers,0,55,8,17,5,2,39,10,29,57,22,6,13,7,5,17
89,2/16/2019 12:00,0,Clemson Tigers,Louisville Cardinals,Louisville Cardinals,1,56,8,12,5,3,28,3,25,54,19,6,19,14,12,12
90,2/16/2019 14:00,0,Notre Dame Fighting Irish,Virginia Cavaliers,Notre Dame Fighting Irish,0,54,8,7,6,3,31,5,26,55,19,8,30,8,8,13
90,2/16/2019 14:00,0,Notre Dame Fighting Irish,Virginia Cavaliers,Virginia Cavaliers,1,60,12,8,5,4,35,6,29,52,19,8,23,17,14,6
91,2/16/2019 14:00,0,Florida State Seminoles,Georgia Tech Yellow Jackets,Florida State Seminoles,0,69,17,14,7,6,48,10,38,64,25,9,30,14,10,17
91,2/16/2019 14:00,0,Florida State Seminoles,Georgia Tech Yellow Jackets,Georgia Tech Yellow Jackets,1,47,9,14,7,3,37,6,31,59,16,8,23,11,7,10
92,2/16/2019 16:30,0,Virginia Tech Hokies,Pittsburgh Panthers,Pittsburgh Panthers,1,64,11,15,7,2,22,6,16,43,20,6,22,27,18,22
92,2/16/2019 16:30,0,Virginia Tech Hokies,Pittsburgh Panthers,Virginia Tech Hokies,0,70,14,14,6,1,27,6,21,41,21,10,21,26,18,24
93,2/17/2019 18:00,0,Miami (FL) Hurricanes,Boston College Eagles,Boston College Eagles,1,64,11,14,5,2,40,10,30,54,24,6,15,12,10,12
93,2/17/2019 18:00,0,Miami (FL) Hurricanes,Boston College Eagles,Miami (FL) Hurricanes,0,57,11,9,5,2,26,8,18,60,22,4,26,12,9,15
94,2/18/2019 19:00,0,Virginia Cavaliers,Virginia Tech Hokies,Virginia Cavaliers,0,64,14,13,5,4,27,6,21,50,23,11,27,12,7,15
94,2/18/2019 19:00,0,Virginia Cavaliers,Virginia Tech Hokies,Virginia Tech Hokies,1,58,9,8,9,2,26,11,15,58,23,3,28,13,9,12
95,2/19/2019 19:00,0,Wake Forest Demon Deacons,Notre Dame Fighting Irish,Notre Dame Fighting Irish,1,68,16,10,5,4,25,6,19,51,23,8,26,18,14,19
95,2/19/2019 19:00,0,Wake Forest Demon Deacons,Notre Dame Fighting Irish,Wake Forest Demon Deacons,0,75,19,14,7,2,34,10,24,53,26,8,18,22,15,16
96,2/19/2019 21:00,0,Florida State Seminoles,Clemson Tigers,Clemson Tigers,1,64,11,11,5,4,28,7,21,60,23,8,23,16,10,18
96,2/19/2019 21:00,0,Florida State Seminoles,Clemson Tigers,Florida State Seminoles,0,77,12,12,4,4,40,8,32,60,29,7,18,17,12,21
97,2/20/2019 19:00,0,Boston College Eagles,North Carolina State Wolfpack,Boston College Eagles,0,80,13,16,4,4,37,14,23,64,30,11,29,15,9,19
97,2/20/2019 19:00,0,Boston College Eagles,North Carolina State Wolfpack,North Carolina State Wolfpack,1,89,14,13,11,0,36,15,21,67,29,9,25,26,22,18
98,2/20/2019 19:00,0,Louisville Cardinals,Syracuse Orange,Louisville Cardinals,0,49,9,13,7,2,36,10,26,54,14,6,28,18,15,16
98,2/20/2019 19:00,0,Louisville Cardinals,Syracuse Orange,Syracuse Orange,1,69,12,12,5,5,39,9,30,57,22,11,30,16,14,14
99,2/20/2019 21:00,0,North Carolina Tar Heels,Duke Blue Devils,Duke Blue Devils,1,72,9,20,11,8,37,11,26,72,25,8,39,19,14,17
99,2/20/2019 21:00,0,North Carolina Tar Heels,Duke Blue Devils,North Carolina Tar Heels,0,88,20,14,10,2,45,9,36,75,38,2,20,14,10,15
100,2/20/2019 21:00,0,Pittsburgh Panthers,Georgia Tech Yellow Jackets,Georgia Tech Yellow Jackets,1,73,13,12,4,12,34,6,28,48,24,7,19,24,18,24
100,2/20/2019 21:00,0,Pittsburgh Panthers,Georgia Tech Yellow Jackets,Pittsburgh Panthers,0,65,12,8,8,1,31,14,17,57,19,7,20,38,20,20
101,2/23/2019 3:27,0,Duke Blue Devils,Syracuse Orange,Duke Blue Devils,0,75,16,13,2,6,38,11,27,59,26,9,29,16,14,16
101,2/23/2019 3:27,0,Duke Blue Devils,Syracuse Orange,Syracuse Orange,1,65,12,5,9,5,37,17,20,70,24,5,23,19,12,16
102,2/23/2019 12:00,0,Virginia Cavaliers,Louisville Cardinals,Louisville Cardinals,1,52,10,5,2,3,26,5,21,55,17,12,33,8,6,12
102,2/23/2019 12:00,0,Virginia Cavaliers,Louisville Cardinals,Virginia Cavaliers,0,64,12,4,2,7,35,6,29,56,26,2,17,10,10,12
103,2/23/2019 12:00,0,Boston College Eagles,Clemson Tigers,Boston College Eagles,0,66,8,13,3,1,32,12,20,61,25,7,25,13,9,16
103,2/23/2019 12:00,0,Boston College Eagles,Clemson Tigers,Clemson Tigers,1,76,15,12,8,3,30,6,24,52,27,8,17,18,14,11
104,2/23/2019 14:00,0,Georgia Tech Yellow Jackets,Miami (FL) Hurricanes,Georgia Tech Yellow Jackets,0,65,13,14,6,3,27,7,20,58,25,7,21,12,8,18
104,2/23/2019 14:00,0,Georgia Tech Yellow Jackets,Miami (FL) Hurricanes,Miami (FL) Hurricanes,1,80,20,10,10,4,32,12,20,58,27,9,25,19,17,16
105,2/23/2019 15:45,0,Florida State Seminoles,North Carolina Tar Heels,Florida State Seminoles,0,59,13,10,6,8,31,6,25,59,18,10,31,16,13,18
105,2/23/2019 15:45,0,Florida State Seminoles,North Carolina Tar Heels,North Carolina Tar Heels,1,77,11,10,3,3,42,8,34,61,26,7,20,25,18,15
106,2/23/2019 16:00,0,Virginia Tech Hokies,Notre Dame Fighting Irish,Notre Dame Fighting Irish,1,59,9,10,9,2,26,8,18,58,19,6,26,16,15,25
106,2/23/2019 16:00,0,Virginia Tech Hokies,Notre Dame Fighting Irish,Virginia Tech Hokies,0,67,8,15,5,2,45,16,29,52,19,5,18,31,24,18
107,2/24/2019 18:00,0,Wake Forest Demon Deacons,North Carolina State Wolfpack,North Carolina State Wolfpack,1,94,19,9,5,7,44,14,30,67,31,11,30,30,21,20
107,2/24/2019 18:00,0,Wake Forest Demon Deacons,North Carolina State Wolfpack,Wake Forest Demon Deacons,0,74,12,9,4,2,30,8,22,59,23,7,21,20,14,19
108,2/25/2019 19:00,0,Notre Dame Fighting Irish,Florida State Seminoles,Florida State Seminoles,1,68,12,14,3,4,34,9,25,56,25,6,19,17,12,12
108,2/25/2019 19:00,0,Notre Dame Fighting Irish,Florida State Seminoles,Notre Dame Fighting Irish,0,61,9,9,10,4,23,4,19,56,22,8,21,13,9,14
109,2/26/2019 3:27,0,Duke Blue Devils,Virginia Tech Hokies,Duke Blue Devils,0,72,11,12,1,4,29,7,22,50,25,7,21,19,15,20
109,2/26/2019 3:27,0,Duke Blue Devils,Virginia Tech Hokies,Virginia Tech Hokies,1,77,12,5,6,1,26,6,20,50,23,8,26,29,23,15
110,2/26/2019 19:00,0,Miami (FL) Hurricanes,Wake Forest Demon Deacons,Miami (FL) Hurricanes,0,75,15,9,10,5,31,8,23,54,20,11,31,29,24,15
110,2/26/2019 19:00,0,Miami (FL) Hurricanes,Wake Forest Demon Deacons,Wake Forest Demon Deacons,1,76,12,13,4,1,40,14,26,61,24,9,26,23,19,22
111,2/26/2019 21:00,0,Syracuse Orange,North Carolina Tar Heels,North Carolina Tar Heels,1,93,19,9,5,2,38,16,22,62,25,9,29,37,34,18
111,2/26/2019 21:00,0,Syracuse Orange,North Carolina Tar Heels,Syracuse Orange,0,85,17,10,5,3,23,7,16,60,29,14,31,23,13,26
112,2/27/2019 19:00,0,Clemson Tigers,Pittsburgh Panthers,Clemson Tigers,0,62,18,13,6,6,32,4,28,52,22,10,26,9,8,23
112,2/27/2019 19:00,0,Clemson Tigers,Pittsburgh Panthers,Pittsburgh Panthers,1,48,8,13,7,5,27,5,22,44,12,3,14,28,21,13
113,2/27/2019 19:00,0,Georgia Tech Yellow Jackets,Virginia Cavaliers,Georgia Tech Yellow Jackets,0,51,7,7,4,3,20,5,15,56,21,5,17,7,4,13
113,2/27/2019 19:00,0,Georgia Tech Yellow Jackets,Virginia Cavaliers,Virginia Cavaliers,1,81,17,7,3,5,37,8,29,54,30,9,17,17,12,9
114,2/27/2019 21:00,0,Louisville Cardinals,Boston College Eagles,Boston College Eagles,1,66,12,4,6,4,36,7,29,61,22,6,21,24,16,13
114,2/27/2019 21:00,0,Louisville Cardinals,Boston College Eagles,Louisville Cardinals,0,59,10,12,3,1,47,14,33,67,22,5,24,13,10,17
115,3/2/2019 3:27,0,North Carolina Tar Heels,Clemson Tigers,Clemson Tigers,1,79,15,11,10,4,35,5,30,57,27,8,22,22,17,20
115,3/2/2019 3:27,0,North Carolina Tar Heels,Clemson Tigers,North Carolina Tar Heels,0,81,19,14,5,3,38,10,28,63,26,13,33,24,16,17
116,3/2/2019 12:00,0,North Carolina State Wolfpack,Florida State Seminoles,Florida State Seminoles,1,78,9,16,4,9,35,10,25,54,26,3,13,30,23,18
116,3/2/2019 12:00,0,North Carolina State Wolfpack,Florida State Seminoles,North Carolina State Wolfpack,0,73,7,12,9,1,27,9,18,59,24,9,19,21,16,26
117,3/2/2019 12:00,0,Syracuse Orange,Wake Forest Demon Deacons,Syracuse Orange,0,79,13,14,15,5,27,9,18,57,31,4,19,18,13,16
117,3/2/2019 12:00,0,Syracuse Orange,Wake Forest Demon Deacons,Wake Forest Demon Deacons,1,54,10,22,9,1,28,10,18,52,17,8,23,16,12,18
118,3/2/2019 14:00,0,Pittsburgh Panthers,Virginia Cavaliers,Pittsburgh Panthers,0,49,12,15,6,2,23,5,18,44,17,6,19,13,9,18
118,3/2/2019 14:00,0,Pittsburgh Panthers,Virginia Cavaliers,Virginia Cavaliers,1,73,14,10,9,1,24,1,23,41,24,9,16,20,16,16
119,3/2/2019 16:00,0,Miami (FL) Hurricanes,Duke Blue Devils,Duke Blue Devils,1,87,18,16,10,4,41,9,32,63,36,6,17,14,9,14
119,3/2/2019 16:00,0,Miami (FL) Hurricanes,Duke Blue Devils,Miami (FL) Hurricanes,0,57,11,16,11,3,28,11,17,63,22,6,24,12,7,16
120,3/3/2019 13:30,0,Notre Dame Fighting Irish,Louisville Cardinals,Louisville Cardinals,1,75,12,9,1,3,48,11,37,63,30,2,22,15,13,10
120,3/3/2019 13:30,0,Notre Dame Fighting Irish,Louisville Cardinals,Notre Dame Fighting Irish,0,61,13,6,7,0,29,6,23,62,24,9,26,14,4,12
121,3/3/2019 18:00,0,Boston College Eagles,Georgia Tech Yellow Jackets,Boston College Eagles,0,78,20,6,5,6,34,13,21,66,32,3,17,15,11,18
121,3/3/2019 18:00,0,Boston College Eagles,Georgia Tech Yellow Jackets,Georgia Tech Yellow Jackets,1,81,19,9,4,3,34,12,22,61,31,8,25,20,11,18
122,3/4/2019 19:00,0,Virginia Cavaliers,Syracuse Orange,Syracuse Orange,1,53,8,9,9,4,30,11,19,57,19,8,25,11,7,13
122,3/4/2019 19:00,0,Virginia Cavaliers,Syracuse Orange,Virginia Cavaliers,0,79,21,11,7,8,32,6,26,51,28,18,25,11,5,16
123,3/5/2019 19:00,0,Wake Forest Demon Deacons,Duke Blue Devils,Duke Blue Devils,1,71,10,15,3,7,38,9,29,58,24,7,22,26,16,14
123,3/5/2019 19:00,0,Wake Forest Demon Deacons,Duke Blue Devils,Wake Forest Demon Deacons,0,70,8,9,3,1,36,9,27,71,28,7,23,12,7,22
124,3/5/2019 19:00,0,Virginia Tech Hokies,Florida State Seminoles,Florida State Seminoles,1,73,12,7,6,1,31,8,23,58,22,10,36,22,19,15
124,3/5/2019 19:00,0,Virginia Tech Hokies,Florida State Seminoles,Virginia Tech Hokies,0,64,11,14,3,0,37,7,30,53,22,8,27,15,12,21
